                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    451,                0.45449,                0.28098,                0.90218,                0.98089,                0.97937,                0.98685,                 0.8347,                 0.6422,                0.31675,                0.93547,               0.005545,               0.005545,               0.005545
                    452,                0.44951,                0.27411,                0.90371,                0.97735,                0.97603,                0.98682,                0.83334,                0.63664,                 0.3099,                0.93143,              0.0055351,              0.0055351,              0.0055351
                    453,                 0.4515,                0.27328,                 0.8982,                0.98004,                0.97771,                0.98483,                0.83306,                0.64732,                0.31159,                0.93261,              0.0055252,              0.0055252,              0.0055252
                    454,                0.43833,                0.27751,                0.89418,                0.97987,                0.97605,                0.98764,                0.83227,                 0.6464,                 0.3109,                0.92898,              0.0055153,              0.0055153,              0.0055153
                    455,                0.43794,                0.26966,                0.90689,                0.97651,                0.97937,                0.98626,                0.83334,                0.63363,                0.31147,                0.91803,              0.0055054,              0.0055054,              0.0055054
                    456,                0.44753,                0.28268,                 0.8956,                0.97731,                0.97937,                0.98628,                0.83316,                0.62767,                0.31495,                0.90801,              0.0054955,              0.0054955,              0.0054955
                    457,                0.44673,                0.27876,                0.90683,                0.98006,                0.97771,                0.98667,                0.83101,                0.63392,                0.31336,                0.91463,              0.0054856,              0.0054856,              0.0054856
                    458,                0.43972,                0.27652,                0.89136,                0.98056,                0.97381,                0.98492,                0.82938,                0.64474,                0.31977,                0.92917,              0.0054757,              0.0054757,              0.0054757
                    459,                0.44303,                 0.2734,                0.90557,                0.97415,                0.97771,                0.98434,                0.82815,                0.64797,                0.32455,                0.93114,              0.0054658,              0.0054658,              0.0054658
                    460,                0.43446,                0.27217,                0.89792,                0.97327,                0.97564,                0.98412,                0.82909,                0.64687,                0.32381,                0.93226,              0.0054559,              0.0054559,              0.0054559
                    461,                0.44953,                 0.2819,                 0.9016,                0.97561,                0.97305,                0.98399,                0.82415,                0.64947,                0.32432,                0.93313,               0.005446,               0.005446,               0.005446
                    462,                0.44686,                0.27234,                0.90504,                0.97967,                0.97139,                0.98486,                0.82583,                 0.6481,                0.32556,                0.92714,              0.0054361,              0.0054361,              0.0054361
                    463,                0.43376,                0.26658,                0.89476,                0.97788,                0.97475,                0.98568,                0.82368,                0.65318,                0.32569,                0.92663,              0.0054262,              0.0054262,              0.0054262
                    464,                0.44751,                0.28153,                0.90652,                0.98475,                  0.967,                 0.9845,                0.82506,                0.64654,                0.32228,                 0.9296,              0.0054163,              0.0054163,              0.0054163
                    465,                 0.4482,                0.27867,                0.89811,                0.98104,                0.97363,                0.98476,                 0.8271,                0.64273,                0.32741,                0.93607,              0.0054064,              0.0054064,              0.0054064
                    466,                0.42731,                0.26543,                0.88495,                0.98134,                 0.9746,                0.98499,                0.82832,                0.64396,                0.32658,                0.94523,              0.0053965,              0.0053965,              0.0053965
                    467,                0.44455,                 0.2701,                0.90222,                 0.9866,                0.97133,                0.98151,                0.82682,                0.65151,                0.32065,                0.94594,              0.0053866,              0.0053866,              0.0053866
                    468,                0.43392,                0.26625,                0.89663,                0.98585,                0.97004,                0.98209,                0.82551,                0.65513,                0.31658,                0.93914,              0.0053767,              0.0053767,              0.0053767
                    469,                0.43488,                0.27438,                0.89248,                0.98645,                0.97198,                0.98448,                 0.8238,                0.65677,                0.31647,                0.93771,              0.0053668,              0.0053668,              0.0053668
                    470,                 0.4392,                0.26983,                0.90193,                0.98725,                0.97336,                0.98226,                 0.8203,                0.65026,                0.31949,                0.92942,              0.0053569,              0.0053569,              0.0053569
                    471,                0.42065,                 0.2664,                0.89036,                0.98349,                0.97159,                0.98346,                0.82837,                0.64613,                0.31875,                0.92908,               0.005347,               0.005347,               0.005347
                    472,                0.44189,                0.27425,                0.89655,                0.98533,                 0.9717,                0.98313,                 0.8299,                0.63776,                0.31813,                0.92387,              0.0053371,              0.0053371,              0.0053371
                    473,                0.44446,                0.27881,                0.89315,                0.98657,                0.96929,                0.98311,                0.82636,                0.62706,                0.32006,                0.90697,              0.0053272,              0.0053272,              0.0053272
                    474,                0.44264,                 0.2766,                0.89536,                0.98343,                0.97451,                0.98227,                0.82969,                0.63248,                0.31918,                0.91261,              0.0053173,              0.0053173,              0.0053173
                    475,                0.43623,                0.27015,                0.89074,                0.98421,                0.97334,                0.98432,                0.83024,                 0.6375,                0.31636,                0.91429,              0.0053074,              0.0053074,              0.0053074
                    476,                0.43903,                0.27986,                0.89656,                0.98437,                0.97252,                0.98642,                0.83036,                0.65212,                0.32375,                0.91951,              0.0052975,              0.0052975,              0.0052975
                    477,                0.43465,                0.27165,                0.89514,                0.98288,                0.97214,                0.98384,                0.82457,                0.65746,                0.32427,                0.92466,              0.0052876,              0.0052876,              0.0052876
                    478,                0.43718,                0.27031,                0.89405,                 0.9783,                0.96896,                0.98252,                0.82686,                0.65506,                0.32595,                0.92606,              0.0052777,              0.0052777,              0.0052777
                    479,                0.42711,                0.27013,                0.89844,                0.97378,                 0.9767,                0.98331,                0.83012,                0.64082,                0.31355,                 0.9185,              0.0052678,              0.0052678,              0.0052678
                    480,                0.44458,                0.27649,                0.89627,                 0.9852,                 0.9717,                0.98503,                0.83499,                0.63649,                0.30541,                0.91924,              0.0052579,              0.0052579,              0.0052579
                    481,                0.43232,                0.26829,                 0.8959,                0.98772,                 0.9717,                0.98487,                  0.833,                0.64399,                 0.2993,                0.92732,               0.005248,               0.005248,               0.005248
                    482,                0.42888,                0.26407,                0.89419,                0.98757,                 0.9717,                0.98473,                0.83303,                 0.6515,                0.30303,                0.93639,              0.0052381,              0.0052381,              0.0052381
                    483,                0.42815,                0.26255,                 0.8909,                0.98411,                0.97268,                0.98448,                0.83109,                0.65182,                0.30721,                0.93568,              0.0052282,              0.0052282,              0.0052282
                    484,                0.44362,                0.27282,                0.90033,                0.97696,                0.98062,                0.98462,                0.83506,                0.65178,                0.30409,                0.93469,              0.0052183,              0.0052183,              0.0052183
                    485,                0.42367,                0.26909,                0.89946,                0.98386,                0.97393,                0.98477,                0.84124,                0.63826,                0.30306,                0.92058,              0.0052084,              0.0052084,              0.0052084
                    486,                0.43937,                0.27582,                0.90117,                0.98175,                 0.9776,                 0.9847,                0.84026,                0.63351,                 0.2998,                0.91595,              0.0051985,              0.0051985,              0.0051985
                    487,                0.42587,                0.26169,                0.88852,                0.98356,                0.97605,                 0.9841,                0.83874,                0.63322,                0.30356,                0.91655,              0.0051886,              0.0051886,              0.0051886
                    488,                 0.4302,                0.26306,                0.89101,                0.98664,                0.97451,                0.98442,                0.83359,                0.64235,                 0.2984,                0.93292,              0.0051787,              0.0051787,              0.0051787
                    489,                0.43152,                 0.2663,                0.89473,                0.98664,                0.97593,                0.98404,                0.83225,                0.64634,                0.29917,                0.94028,              0.0051688,              0.0051688,              0.0051688
                    490,                0.43361,                0.26968,                0.88435,                0.98663,                0.97575,                0.98562,                0.83097,                0.64436,                0.30145,                0.94604,              0.0051589,              0.0051589,              0.0051589
                    491,                0.44111,                 0.2704,                0.90165,                0.98661,                0.97407,                0.98487,                0.83335,                0.63999,                0.30361,                0.93368,               0.005149,               0.005149,               0.005149
                    492,                0.42808,                0.26944,                0.89001,                0.97914,                0.97771,                0.98366,                0.83318,                0.63808,                0.30828,                 0.9281,              0.0051391,              0.0051391,              0.0051391
                    493,                0.43552,                0.26875,                0.89706,                0.98396,                0.97335,                0.98435,                 0.8321,                0.64792,                0.30972,                0.93812,              0.0051292,              0.0051292,              0.0051292
                    494,                 0.4257,                0.26035,                0.89292,                0.98242,                0.97569,                0.98479,                0.83548,                0.64928,                0.30981,                0.94495,              0.0051193,              0.0051193,              0.0051193
                    495,                0.42408,                0.26395,                0.89191,                0.98466,                0.97656,                0.98754,                0.83507,                0.64797,                0.30831,                0.94712,              0.0051094,              0.0051094,              0.0051094
                    496,                0.42288,                 0.2629,                0.89111,                0.98471,                0.97462,                0.98754,                0.83649,                0.64154,                0.31434,                   0.94,              0.0050995,              0.0050995,              0.0050995
                    497,                0.42935,                0.26476,                 0.8991,                0.98104,                0.97605,                0.98492,                 0.8415,                0.63726,                0.31939,                0.93402,              0.0050896,              0.0050896,              0.0050896
                    498,                0.41992,                0.26457,                0.88847,                0.98115,                0.97434,                0.98597,                0.84308,                0.64038,                0.32005,                0.93381,              0.0050797,              0.0050797,              0.0050797
                    499,                 0.4345,                0.26728,                0.89278,                0.98215,                0.97714,                0.98508,                0.83641,                  0.637,                0.30909,                0.93208,              0.0050698,              0.0050698,              0.0050698
                    500,                0.42577,                0.26226,                0.89102,                0.98215,                0.97918,                0.98745,                0.83603,                0.63418,                0.30472,                0.93226,              0.0050599,              0.0050599,              0.0050599
                    501,                 0.4246,                0.26442,                0.88852,                0.97728,                0.98177,                0.98635,                 0.8345,                0.64051,                0.30837,                0.93777,                0.00505,                0.00505,                0.00505
                    502,                 0.4172,                0.25785,                0.89183,                0.96979,                0.97939,                0.98418,                0.83386,                0.64747,                0.30967,                 0.9402,              0.0050401,              0.0050401,              0.0050401
                    503,                0.42806,                0.26871,                0.89431,                0.97685,                0.96893,                0.98305,                 0.8306,                0.64375,                0.31379,                0.93885,              0.0050302,              0.0050302,              0.0050302
                    504,                0.42783,                0.26809,                0.88953,                 0.9797,                0.97266,                0.98417,                0.83543,                0.63826,                0.31326,                0.92912,              0.0050203,              0.0050203,              0.0050203
                    505,                0.42892,                0.26694,                0.89503,                0.97971,                0.97379,                0.98501,                0.83468,                0.63457,                0.31525,                0.92356,              0.0050104,              0.0050104,              0.0050104
                    506,                0.42927,                0.26736,                0.89138,                0.98117,                 0.9732,                0.98422,                0.83353,                0.63521,                0.31159,                0.92287,              0.0050005,              0.0050005,              0.0050005
                    507,                0.43183,                0.26508,                 0.9018,                0.98143,                  0.973,                0.98402,                0.83094,                0.64203,                0.31958,                0.92972,              0.0049906,              0.0049906,              0.0049906
                    508,                0.41625,                0.25722,                0.88786,                0.98054,                0.97403,                0.98582,                0.83495,                0.64258,                0.31403,                0.93484,              0.0049807,              0.0049807,              0.0049807
                    509,                0.41884,                0.26162,                 0.8882,                0.97872,                0.97434,                0.98381,                0.83323,                0.63944,                0.30798,                0.93545,              0.0049708,              0.0049708,              0.0049708
                    510,                0.42875,                0.27165,                0.89589,                0.97679,                0.97679,                0.98617,                0.83617,                0.63809,                0.30886,                0.93177,              0.0049609,              0.0049609,              0.0049609
                    511,                 0.4307,                0.27082,                0.89648,                0.97646,                0.97678,                0.98422,                0.83745,                0.63734,                0.30885,                0.93502,               0.004951,               0.004951,               0.004951
                    512,                0.42235,                0.26345,                0.89025,                0.97507,                0.97636,                0.98568,                0.83334,                0.64268,                0.31347,                0.93447,              0.0049411,              0.0049411,              0.0049411
                    513,                 0.4261,                0.26838,                0.89007,                0.97524,                0.97855,                0.98504,                 0.8317,                0.64424,                0.31524,                0.93246,              0.0049312,              0.0049312,              0.0049312
                    514,                0.42767,                0.26746,                0.89676,                 0.9745,                0.97537,                0.98321,                0.83062,                0.65126,                 0.3151,                0.93721,              0.0049213,              0.0049213,              0.0049213
                    515,                0.42479,                0.26093,                0.88597,                0.97761,                0.97615,                0.98352,                0.82663,                0.65365,                0.31727,                0.93948,              0.0049114,              0.0049114,              0.0049114
                    516,                0.43127,                0.26974,                0.88686,                0.97767,                 0.9775,                0.98528,                0.82731,                  0.655,                0.31492,                0.93832,              0.0049015,              0.0049015,              0.0049015
                    517,                0.42576,                0.26519,                0.88546,                0.97598,                0.97937,                0.98351,                0.82678,                 0.6488,                0.31786,                0.92753,              0.0048916,              0.0048916,              0.0048916
                    518,                0.41987,                0.25982,                0.88787,                0.97785,                0.97689,                0.98341,                0.82427,                0.65215,                0.31627,                0.93091,              0.0048817,              0.0048817,              0.0048817
                    519,                0.41348,                0.26006,                0.88819,                0.97689,                0.97666,                0.98384,                 0.8262,                 0.6506,                0.31133,                0.92516,              0.0048718,              0.0048718,              0.0048718
                    520,                0.42943,                0.26655,                 0.8974,                 0.9834,                0.97586,                0.98461,                0.83122,                0.64831,                0.31144,                0.92275,              0.0048619,              0.0048619,              0.0048619
                    521,                0.40194,                0.24715,                0.88447,                0.98314,                0.97469,                0.98388,                0.83018,                0.64884,                0.31346,                0.92865,               0.004852,               0.004852,               0.004852
                    522,                0.41709,                0.26185,                0.88858,                0.98294,                0.97438,                0.98363,                0.83252,                0.64664,                0.31944,                0.92369,              0.0048421,              0.0048421,              0.0048421
                    523,                0.41698,                0.25841,                0.88754,                0.98249,                0.97269,                0.98178,                0.82963,                0.65188,                0.31948,                0.93512,              0.0048322,              0.0048322,              0.0048322
                    524,                0.42173,                0.26058,                 0.8924,                0.98402,                0.97208,                0.98304,                0.82988,                0.65276,                0.32042,                 0.9408,              0.0048223,              0.0048223,              0.0048223
                    525,                0.42095,                0.26126,                0.88084,                0.98109,                0.97004,                 0.9839,                0.82989,                0.65352,                0.31485,                0.94056,              0.0048124,              0.0048124,              0.0048124
                    526,                0.41764,                0.25783,                0.88503,                0.98382,                 0.9694,                 0.9835,                0.83239,                0.65328,                 0.3157,                0.94175,              0.0048025,              0.0048025,              0.0048025
                    527,                0.43324,                0.26109,                0.89623,                0.98311,                0.97076,                0.98354,                 0.8331,                0.64446,                0.31682,                0.93295,              0.0047926,              0.0047926,              0.0047926
                    528,                0.41829,                0.26132,                0.88427,                0.98058,                0.97004,                 0.9848,                0.83553,                 0.6417,                0.31322,                0.92896,              0.0047827,              0.0047827,              0.0047827
                    529,                0.41348,                0.26009,                0.89494,                0.98234,                0.97004,                0.98575,                0.83669,                0.64536,                0.30839,                0.93609,              0.0047728,              0.0047728,              0.0047728
                    530,                 0.4177,                0.26298,                0.88932,                0.98372,                0.97299,                0.98608,                0.83842,                 0.6418,                0.31028,                 0.9316,              0.0047629,              0.0047629,              0.0047629
                    531,                0.42194,                0.25568,                0.89404,                0.98191,                0.97248,                0.98521,                0.83756,                0.63458,                0.31458,                0.92169,               0.004753,               0.004753,               0.004753
                    532,                0.41674,                0.26254,                0.88849,                0.98202,                 0.9717,                0.98586,                0.84069,                0.63658,                0.31591,                 0.9211,              0.0047431,              0.0047431,              0.0047431
                    533,                0.41967,                0.25969,                0.88952,                0.97932,                0.97004,                0.98593,                0.83781,                0.63995,                0.32045,                0.92576,              0.0047332,              0.0047332,              0.0047332
                    534,                0.42717,                0.26499,                0.88903,                0.97929,                0.97166,                0.98431,                0.83711,                0.64685,                0.31995,                0.93327,              0.0047233,              0.0047233,              0.0047233
                    535,                0.40965,                 0.2602,                0.88674,                0.97979,                0.97109,                0.98689,                 0.8352,                0.64807,                0.31725,                0.93299,              0.0047134,              0.0047134,              0.0047134
                    536,                0.41608,                0.26062,                0.88862,                0.97799,                0.97109,                0.98638,                0.83732,                0.64728,                0.32352,                0.93855,              0.0047035,              0.0047035,              0.0047035
                    537,                0.41186,                0.25595,                0.88515,                0.97769,                0.97252,                0.98662,                0.83887,                  0.644,                0.31965,                0.94133,              0.0046936,              0.0046936,              0.0046936
                    538,                0.42143,                0.26421,                0.88593,                0.97678,                0.97366,                0.98705,                0.83838,                0.64363,                0.30579,                 0.9409,              0.0046837,              0.0046837,              0.0046837
                    539,                0.41802,                0.26124,                0.89002,                0.97608,                0.97709,                0.98644,                0.84091,                0.64208,                0.31124,                0.93756,              0.0046738,              0.0046738,              0.0046738
                    540,                0.41742,                0.25915,                0.88825,                0.97654,                0.97714,                0.98654,                0.83859,                0.64809,                0.31286,                0.93942,              0.0046639,              0.0046639,              0.0046639
                    541,                0.41598,                0.25947,                  0.891,                0.97647,                0.97704,                0.98653,                0.83682,                0.64815,                0.30991,                0.94312,               0.004654,               0.004654,               0.004654
                    542,                0.41208,                0.25479,                0.88661,                0.97761,                0.97398,                0.98582,                0.83619,                0.64518,                0.30718,                0.94488,              0.0046441,              0.0046441,              0.0046441
                    543,                0.40877,                0.24888,                0.88817,                0.97774,                0.97431,                0.98574,                0.83555,                 0.6451,                0.30683,                0.94583,              0.0046342,              0.0046342,              0.0046342
                    544,                0.41724,                0.26183,                0.88517,                0.97722,                 0.9747,                0.98347,                0.83435,                0.64338,                0.30416,                0.94353,              0.0046243,              0.0046243,              0.0046243
                    545,                0.41693,                0.25509,                0.88107,                0.98131,                 0.9747,                0.98362,                0.83338,                0.64799,                0.30507,                0.94865,              0.0046144,              0.0046144,              0.0046144
                    546,                0.40831,                0.24874,                0.89126,                0.98135,                0.97452,                0.98507,                0.83132,                0.64945,                0.30668,                0.95074,              0.0046045,              0.0046045,              0.0046045
                    547,                0.40564,                0.25473,                0.88621,                0.97581,                 0.9747,                0.98494,                0.83005,                 0.6561,                0.30849,                0.95217,              0.0045946,              0.0045946,              0.0045946
                    548,                0.41025,                0.26748,                0.88493,                0.97939,                0.97182,                0.98614,                0.82819,                0.65696,                0.31087,                0.94804,              0.0045847,              0.0045847,              0.0045847
                    549,                0.41811,                0.26174,                0.88443,                0.97847,                0.97226,                0.98699,                0.83054,                0.65751,                0.31019,                0.94784,              0.0045748,              0.0045748,              0.0045748
                    550,                0.40487,                0.25808,                 0.8837,                0.97896,                 0.9727,                 0.9866,                0.82883,                0.66033,                0.31842,                0.95113,              0.0045649,              0.0045649,              0.0045649
                    551,                 0.4181,                0.26121,                 0.8898,                0.97772,                0.97333,                0.98678,                0.83433,                0.65973,                0.31572,                0.95151,               0.004555,               0.004555,               0.004555
                    552,                0.41081,                 0.2613,                0.88856,                0.98033,                0.97004,                0.98658,                 0.8341,                0.65626,                0.31443,                0.94773,              0.0045451,              0.0045451,              0.0045451
                    553,                0.41365,                0.26169,                0.89263,                0.97632,                0.97476,                0.98606,                0.83235,                0.65745,                0.31668,                0.94816,              0.0045352,              0.0045352,              0.0045352
                    554,                0.41795,                0.25965,                0.89239,                0.97733,                0.97792,                0.98578,                0.83327,                0.65666,                0.31106,                0.94505,              0.0045253,              0.0045253,              0.0045253
                    555,                0.40462,                0.25522,                0.88842,                0.97809,                0.97675,                0.98587,                0.83225,                0.66017,                0.31314,                0.94426,              0.0045154,              0.0045154,              0.0045154
                    556,                0.40969,                0.25476,                0.88736,                0.98063,                0.97147,                0.98576,                0.83076,                0.65775,                0.30925,                0.94444,              0.0045055,              0.0045055,              0.0045055
                    557,                0.42174,                0.26231,                0.88747,                0.98086,                0.97202,                0.98471,                0.82992,                0.65374,                0.31016,                0.94354,              0.0044956,              0.0044956,              0.0044956
                    558,                0.40733,                0.25173,                0.88675,                0.98072,                0.97219,                0.98494,                0.82983,                0.65164,                 0.3114,                0.94212,              0.0044857,              0.0044857,              0.0044857
                    559,                0.40858,                0.25532,                0.88507,                0.97851,                0.97257,                0.98448,                0.82705,                0.65323,                0.31527,                0.94167,              0.0044758,              0.0044758,              0.0044758
                    560,                0.42062,                0.26283,                0.89078,                0.97877,                0.97327,                0.98442,                0.82947,                0.65455,                 0.3136,                0.94171,              0.0044659,              0.0044659,              0.0044659
                    561,                0.40595,                0.25028,                0.88169,                0.97907,                 0.9734,                0.98418,                0.83026,                0.65412,                 0.3164,                0.94195,               0.004456,               0.004456,               0.004456
                    562,                0.40986,                0.26246,                0.89111,                0.97492,                0.97751,                0.98443,                0.83103,                0.65315,                0.32354,                0.93959,              0.0044461,              0.0044461,              0.0044461
                    563,                0.40365,                0.25249,                0.88023,                0.97365,                0.97944,                0.98444,                0.82754,                 0.6563,                0.32398,                0.94131,              0.0044362,              0.0044362,              0.0044362
                    564,                0.40913,                  0.253,                0.88377,                0.97343,                0.98095,                0.98381,                0.82667,                0.66135,                0.32351,                0.94757,              0.0044263,              0.0044263,              0.0044263
                    565,                0.41086,                0.25434,                0.88109,                0.97219,                0.98403,                0.98325,                0.83027,                0.66261,                0.31935,                0.95413,              0.0044164,              0.0044164,              0.0044164
                    566,                0.39983,                0.25651,                0.88084,                0.97285,                0.98312,                0.98423,                0.82858,                0.65917,                0.31613,                0.95089,              0.0044065,              0.0044065,              0.0044065
                    567,                0.39196,                0.24612,                0.88101,                0.97288,                0.98239,                0.98511,                0.83053,                0.65839,                0.31434,                 0.9475,              0.0043966,              0.0043966,              0.0043966
                    568,                0.40828,                0.25103,                0.88338,                0.97509,                0.97851,                0.98539,                0.83224,                0.65847,                0.31546,                0.94643,              0.0043867,              0.0043867,              0.0043867
                    569,                0.40436,                0.25345,                 0.8854,                0.97102,                0.98199,                0.98565,                0.82941,                0.66181,                0.31772,                0.94763,              0.0043768,              0.0043768,              0.0043768
                    570,                0.39608,                0.24667,                0.87986,                0.98245,                0.97154,                0.98588,                0.83056,                0.66034,                0.31838,                0.94765,              0.0043669,              0.0043669,              0.0043669
                    571,                 0.4053,                0.25056,                0.88583,                0.98395,                0.97184,                0.98612,                0.82857,                0.66625,                 0.3184,                0.95661,               0.004357,               0.004357,               0.004357
                    572,                 0.3993,                0.25235,                0.87414,                0.98263,                0.97147,                0.98657,                0.82876,                0.66308,                0.31828,                0.95795,              0.0043471,              0.0043471,              0.0043471
                    573,                  0.406,                0.25133,                0.88387,                0.98069,                0.97637,                0.98616,                0.82921,                0.66338,                0.31889,                0.96197,              0.0043372,              0.0043372,              0.0043372
                    574,                0.40979,                0.25904,                0.88579,                0.98099,                 0.9739,                0.98663,                0.82609,                0.66401,                 0.3198,                0.96195,              0.0043273,              0.0043273,              0.0043273
                    575,                0.39735,                0.24814,                0.88052,                0.98058,                0.97418,                0.98693,                0.82777,                 0.6605,                0.31644,                0.96219,              0.0043174,              0.0043174,              0.0043174
                    576,                0.40944,                0.25586,                0.88026,                0.97996,                0.97732,                 0.9869,                0.83149,                 0.6581,                0.31378,                0.95891,              0.0043075,              0.0043075,              0.0043075
                    577,                0.39489,                0.25382,                0.88555,                0.97929,                0.98017,                0.98601,                0.83125,                0.65631,                0.31285,                0.95709,              0.0042976,              0.0042976,              0.0042976
                    578,                0.39906,                 0.2508,                0.88588,                 0.9787,                0.98013,                  0.987,                0.83427,                0.65425,                0.31419,                0.95345,              0.0042877,              0.0042877,              0.0042877
                    579,                  0.398,                0.24881,                 0.8774,                0.97858,                0.97991,                0.98659,                0.83139,                0.65331,                0.31603,                0.95402,              0.0042778,              0.0042778,              0.0042778
                    580,                0.39981,                0.25301,                0.88372,                0.98013,                0.97808,                0.98547,                0.83231,                0.65271,                0.31215,                0.95227,              0.0042679,              0.0042679,              0.0042679
                    581,                0.40241,                 0.2544,                0.88621,                0.98095,                0.97567,                0.98636,                 0.8341,                0.65643,                0.31163,                0.95035,               0.004258,               0.004258,               0.004258
                    582,                0.40936,                0.25108,                0.88533,                0.98056,                0.97622,                0.98728,                0.83405,                0.65953,                0.31121,                0.95059,              0.0042481,              0.0042481,              0.0042481
                    583,                0.40025,                0.24965,                0.88455,                0.98512,                0.97106,                0.98679,                 0.8325,                 0.6641,                0.30978,                0.94947,              0.0042382,              0.0042382,              0.0042382
                    584,                0.40821,                0.25706,                0.88746,                0.98558,                0.97118,                0.98572,                0.83268,                 0.6623,                 0.3061,                0.94697,              0.0042283,              0.0042283,              0.0042283
